Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Married,4,1,5,1,0,AVP,32584,0
53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Divorced,4,1,5,0,0,AVP,32584,0
34,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,3,1,3,Executive,21174,0
38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,6,1,3,0,3,Manager,28280,0
52,Self Enquiry,3,9,Small Business,Male,2,4,Super Deluxe,5,Married,2,0,5,1,0,AVP,31856,0
41,Self Enquiry,3,9,Salaried,Male,2,4,Deluxe,4,Married,3,0,3,0,1,Manager,23938,0
35,Company Invited,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,4,1,2,Manager,22711,0
32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Married,5,0,3,0,3,Manager,25088,0
27,Self Enquiry,1,9,Small Business,Male,2,4,Basic,3,Single,1,0,1,1,1,Executive,17045,0
39,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Married,8,1,4,0,3,Executive,21735,0
37,Self Enquiry,3,9,Small Business,Male,4,5,Standard,3,Divorced,3,0,2,1,1,Senior Manager,26274,0
35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,1,Executive,21446,0
36,Self Enquiry,1,9,Salaried,Male,3,5,Standard,4,Married,4,0,4,1,1,Senior Manager,28952,0
43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,1,1,1,Manager,25459,0
27,Self Enquiry,1,9,Small Business,Male,2,4,Basic,3,Single,1,0,2,0,0,Executive,17045,0
50,Company Invited,2,9,Small Business,Male,2,3,King,4,Divorced,2,0,2,1,0,VP,33200,0
38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Divorced,6,1,3,0,2,Manager,28280,0
35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Divorced,8,0,4,0,2,Manager,24635,0
30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,Executive,17097,0
34,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Married,4,0,1,0,0,Executive,17979,0
37,Self Enquiry,3,9,Small Business,Male,4,5,Standard,3,Married,3,0,1,1,2,Senior Manager,26274,0
35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,2,Manager,24952,0
47,Self Enquiry,1,8,Small Business,Female,2,3,Super Deluxe,3,Divorced,4,0,5,1,0,AVP,32169,0
45,Self Enquiry,1,8,Salaried,Female,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,20770,0
59,Company Invited,2,8,Salaried,Female,2,4,King,3,Divorced,1,0,2,1,1,VP,33844,0
46,Self Enquiry,3,8,Large Business,Female,3,5,Super Deluxe,4,Married,4,1,5,1,0,AVP,31872,0
40,Self Enquiry,3,8,Salaried,Female,3,3,King,3,Divorced,1,0,3,0,0,VP,33041,0
39,Self Enquiry,2,8,Salaried,Female,2,4,Deluxe,3,Married,1,0,3,1,0,Manager,20204,0
47,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Married,6,0,1,0,0,Manager,20070,0
55,Company Invited,1,8,Salaried,Female,3,4,Standard,3,Married,2,0,5,0,2,Senior Manager,29180,0
32,Company Invited,3,8,Salaried,Female,3,3,Basic,5,Married,2,0,3,1,0,Executive,17827,0
30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564,0
35,Self Enquiry,3,8,Small Business,Female,3,3,Basic,3,Married,2,0,1,1,2,Executive,17014,0
53,Company Invited,3,8,Small Business,Female,2,4,Standard,4,Divorced,3,0,2,0,1,Senior Manager,22525,0
36,Self Enquiry,1,8,Salaried,Female,3,3,Basic,3,Married,5,0,5,1,0,Executive,17543,0
38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,2,1,2,Manager,20980,0
53,Self Enquiry,3,8,Salaried,Female,3,4,Super Deluxe,3,Divorced,3,0,3,1,0,AVP,30427,0
27,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,2,0,3,1,1,Executive,17341,0
25,Self Enquiry,2,8,Salaried,Female,2,3,Basic,4,Married,5,0,4,0,0,Executive,17187,0
39,Self Enquiry,2,8,Salaried,Female,2,4,Deluxe,3,Divorced,1,0,3,0,0,Manager,20204,0
47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,2,1,0,Executive,18294,0
32,Self Enquiry,1,8,Small Business,Female,3,1,Deluxe,3,Single,1,0,3,0,0,Manager,20055,0
46,Self Enquiry,3,8,Small Business,Female,2,3,King,5,Single,4,0,1,1,1,VP,33947,0
38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,1,0,0,Manager,20980,0
44,Self Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879,0
34,Company Invited,3,8,Small Business,Female,3,3,Basic,3,Married,7,0,5,0,0,Executive,17231,0
35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,1,2,Manager,20093,0
47,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Married,6,0,2,0,1,Manager,20070,0
40,Self Enquiry,3,8,Small Business,Female,3,3,Deluxe,4,Married,4,0,3,1,1,Manager,20677,0
40,Self Enquiry,1,8,Small Business,Female,3,3,Basic,3,Married,3,0,1,1,1,Executive,17001,0
27,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,1,Executive,17341,0
30,Self Enquiry,1,8,Salaried,Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,22438,0
35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,0,0,Manager,20093,0
53,Self Enquiry,3,8,Salaried,Female,3,4,Super Deluxe,3,Married,3,0,3,0,0,AVP,30427,0
41,Company Invited,1,8,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,2,0,0,Manager,21811,0
55,Self Enquiry,1,8,Salaried,Female,3,3,Super Deluxe,3,Single,3,1,5,0,0,AVP,31659,0
38,Self Enquiry,1,8,Small Business,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756,0
42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,0,Executive,17593,0
30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,1,1,1,Manager,21877,0
31,Self Enquiry,1,8,Small Business,Female,2,5,Basic,3,Married,2,1,5,1,0,Executive,16129,0
45,Self Enquiry,1,8,Salaried,Female,3,4,Basic,3,Single,2,0,3,1,1,Executive,17274,0
54,Self Enquiry,3,8,Salaried,Female,2,4,Standard,3,Married,7,0,5,1,1,Senior Manager,25686,0
41,Company Invited,1,8,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,1,0,0,Manager,21811,0
40,Self Enquiry,1,8,Small Business,Female,2,4,Basic,3,Single,1,1,3,0,0,Executive,17342,0
47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,18294,0
45,Company Invited,3,8,Salaried,Female,3,3,Deluxe,3,Married,5,0,1,1,2,Manager,20154,0
52,Self Enquiry,1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,0,0,Executive,18212,0
41,Self Enquiry,3,8,Salaried,Female,3,3,Super Deluxe,5,Married,1,0,5,1,2,AVP,31595,0
36,Self Enquiry,1,8,Salaried,Female,2,3,Deluxe,4,Single,1,1,3,1,0,Manager,20410,0
31,Company Invited,3,8,Salaried,Female,2,3,Standard,3,Married,2,1,1,1,0,Senior Manager,24852,0
52,Self Enquiry,1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,1,0,Executive,18212,0
37,Self Enquiry,1,8,Large Business,Female,4,6,Standard,5,Married,4,1,1,1,1,Senior Manager,28930,0
54,Self Enquiry,1,8,Large Business,Female,2,3,Standard,3,Divorced,1,0,4,1,0,Senior Manager,28549,0
34,Self Enquiry,1,8,Large Business,Female,3,3,Deluxe,3,Unmarried,2,0,5,1,1,Manager,21687,0
59,Company Invited,2,8,Salaried,Female,2,4,King,3,Married,1,0,1,0,1,VP,33844,0
30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,2,1,1,Manager,21877,0
38,Self Enquiry,3,8,Salaried,Female,2,3,Deluxe,5,Married,4,0,4,0,1,Manager,21893,0
45,Self Enquiry,1,8,Salaried,Female,3,4,Basic,3,Single,2,0,3,1,0,Executive,17274,0
55,Self Enquiry,1,8,Salaried,Female,3,3,Super Deluxe,3,Single,3,1,5,0,1,AVP,31659,0
41,Self Enquiry,3,8,Salaried,Female,3,3,Super Deluxe,5,Divorced,1,0,5,1,1,AVP,31595,0
38,Company Invited,1,8,Small Business,Female,2,4,Basic,4,Single,2,0,1,1,0,Executive,17440,0
47,Self Enquiry,1,8,Salaried,Female,2,3,Super Deluxe,3,Divorced,2,1,4,1,0,AVP,31752,0
46,Self Enquiry,3,8,Small Business,Female,3,3,Super Deluxe,5,Divorced,1,0,2,1,0,AVP,32048,0
29,Company Invited,1,8,Salaried,Female,3,3,Basic,4,Divorced,1,0,5,0,2,Executive,18180,0
32,Company Invited,3,8,Salaried,Female,3,3,Basic,5,Married,2,0,3,0,1,Executive,17827,0
47,Self Enquiry,1,8,Salaried,Female,2,3,Super Deluxe,3,Married,2,1,4,1,0,AVP,31752,0
38,Company Invited,1,8,Small Business,Female,3,4,Basic,4,Married,5,0,3,0,0,Executive,17468,0
34,Company Invited,3,8,Small Business,Female,3,3,Basic,3,Divorced,7,0,5,1,2,Executive,17231,0
38,Self Enquiry,3,8,Small Business,Female,3,5,Deluxe,3,Married,3,1,3,0,0,Manager,20405,0
40,Self Enquiry,3,8,Salaried,Female,3,3,King,3,Married,1,0,3,1,0,VP,33041,0
53,Company Invited,3,8,Small Business,Female,2,4,Standard,4,Married,3,0,1,1,0,Senior Manager,22525,0
54,Self Enquiry,1,8,Large Business,Female,2,3,Standard,3,Married,1,0,4,0,0,Senior Manager,28549,0
43,Self Enquiry,1,8,Small Business,Female,3,2,Basic,3,Married,2,0,2,0,1,Executive,17645,0
42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,1,Executive,17593,0
30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,Manager,21091,0
35,Self Enquiry,3,8,Small Business,Female,3,3,Basic,3,Divorced,2,0,2,1,0,Executive,17014,0
47,Self Enquiry,3,8,Salaried,Female,2,1,Super Deluxe,4,Married,7,0,1,0,0,AVP,30972,0
38,Self Enquiry,1,8,Salaried,Female,3,5,Deluxe,3,Married,3,0,1,0,1,Manager,25152,0
42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781,0
34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,Executive,17768,0
25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206,0
38,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Married,7,1,4,0,2,Executive,18057,0
42,Company Invited,1,8,Salaried,Male,2,3,Standard,3,Married,3,1,3,1,0,Senior Manager,25124,0
23,Self Enquiry,3,8,Large Business,Male,3,3,Basic,5,Married,4,0,3,1,1,Executive,17322,0
32,Self Enquiry,1,8,Large Business,Male,2,4,Deluxe,5,Single,5,0,4,0,1,Manager,17176,0
51,Self Enquiry,1,8,Small Business,Male,2,5,Deluxe,4,Married,6,0,1,0,1,Manager,20482,0
34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547,0
36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,22596,0
36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,0,Senior Manager,22596,0
46,Self Enquiry,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,7,0,5,0,0,AVP,32861,0
29,Company Invited,1,8,Salaried,Male,2,3,Deluxe,3,Married,2,0,3,0,0,Manager,23853,0
48,Self Enquiry,3,8,Small Business,Male,2,1,Deluxe,4,Married,4,0,3,0,1,Manager,23120,0
27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580,0
40,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,0,5,1,0,VP,34436,0
34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Married,7,0,4,0,1,Manager,20957,0
33,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17500,0
26,Self Enquiry,1,8,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,3,1,1,Manager,20472,0
35,Self Enquiry,1,8,Salaried,Male,2,4,Standard,4,Married,3,0,4,1,0,Senior Manager,25274,0
42,Self Enquiry,1,8,Small Business,Male,2,3,Super Deluxe,5,Married,1,0,3,1,0,AVP,32665,0
42,Company Invited,2,8,Small Business,Male,3,1,Deluxe,5,Divorced,1,0,2,0,2,Manager,21272,0
51,Company Invited,3,8,Small Business,Male,2,3,Standard,4,Divorced,3,0,4,0,0,Senior Manager,25596,0
46,Self Enquiry,1,8,Large Business,Male,2,3,Deluxe,3,Married,3,0,2,1,0,Manager,22379,0
55,Company Invited,1,8,Salaried,Male,3,3,Standard,4,Divorced,4,0,2,1,1,Senior Manager,25976,0
46,Self Enquiry,1,8,Large Business,Male,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,22379,0
37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,5,1,3,0,2,Manager,24602,0
27,Company Invited,3,8,Salaried,Male,2,5,Deluxe,3,Single,4,0,4,1,1,Manager,20071,0
50,Company Invited,1,8,Salaried,Male,3,3,Super Deluxe,5,Married,2,0,5,1,2,AVP,32924,0
32,Self Enquiry,1,8,Small Business,Male,2,3,Deluxe,4,Married,1,0,4,0,1,Manager,20470,0
31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695,0
33,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,3,1,2,Executive,17496,0
52,Company Invited,3,8,Salaried,Male,3,4,King,3,Single,2,1,1,1,0,VP,34068,0
40,Self Enquiry,1,8,Salaried,Male,2,4,Basic,3,Single,3,0,5,0,1,Executive,17809,0
32,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Single,1,0,5,1,1,Executive,18068,0
46,Self Enquiry,1,8,Salaried,Male,2,3,Standard,3,Married,4,0,1,1,1,Senior Manager,23578,0
26,Self Enquiry,1,8,Small Business,Male,2,1,Deluxe,3,Married,2,0,3,1,1,Manager,20472,0
36,Self Enquiry,3,8,Salaried,Male,3,3,Basic,3,Single,4,1,3,0,0,Executive,17644,0
34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Divorced,2,0,4,0,0,Manager,24547,0
29,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Divorced,1,0,4,0,0,Executive,17703,0
42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,1,1,0,Manager,21781,0
53,Self Enquiry,1,8,Small Business,Male,2,1,Super Deluxe,4,Single,5,0,1,1,0,AVP,31598,0
58,Company Invited,3,8,Small Business,Male,2,3,Super Deluxe,4,Married,5,0,4,1,0,AVP,17705,0
42,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,6,1,1,1,1,Executive,17515,0
34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,2,Executive,17768,0
45,Company Invited,1,8,Small Business,Male,3,4,Super Deluxe,3,Married,1,0,4,1,2,AVP,31792,0
48,Self Enquiry,3,8,Small Business,Male,2,2,Deluxe,4,Divorced,4,0,3,1,0,Manager,23120,0
42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17696,0
34,Self Enquiry,1,8,Small Business,Male,3,1,Basic,3,Married,1,1,1,0,1,Executive,17932,0
38,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Divorced,7,1,4,0,0,Executive,18057,0
29,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Married,1,0,4,1,0,Executive,17703,0
31,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,Manager,21582,0
36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,0,Executive,17519,0
55,Self Enquiry,1,8,Large Business,Male,3,4,Basic,3,Married,1,0,5,0,0,Executive,17662,0
36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,1,Executive,17519,0
42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696,0
55,Company Invited,1,8,Small Business,Male,2,4,Super Deluxe,5,Single,1,0,3,1,1,AVP,31756,0
53,Self Enquiry,3,8,Small Business,Male,2,3,Super Deluxe,3,Married,7,0,3,1,0,AVP,29852,0
46,Self Enquiry,1,8,Salaried,Male,2,3,Super Deluxe,3,Married,7,0,5,1,0,AVP,32861,0
55,Self Enquiry,1,8,Small Business,Male,2,4,King,5,Married,1,0,5,0,1,VP,34038,0
45,Self Enquiry,3,8,Large Business,Male,2,5,Deluxe,3,Unmarried,1,0,5,0,0,Manager,21632,0
32,Self Enquiry,1,8,Large Business,Male,3,3,Basic,5,Single,2,0,1,1,1,Executive,17439,0
38,Self Enquiry,3,8,Small Business,Male,2,3,Standard,4,Unmarried,1,0,4,1,1,Senior Manager,22351,0
42,Self Enquiry,1,8,Small Business,Male,2,3,Super Deluxe,5,Divorced,1,0,3,1,1,AVP,32665,0
42,Company Invited,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,1,1,4,0,1,AVP,32861,0
50,Self Enquiry,1,8,Small Business,Male,3,3,King,3,Divorced,3,1,2,1,1,VP,34237,0
50,Self Enquiry,1,8,Small Business,Male,3,3,King,3,Married,3,1,1,1,2,VP,34237,0
38,Self Enquiry,1,8,Salaried,Male,2,3,Deluxe,3,Divorced,1,0,2,0,1,Manager,21553,0
27,Self Enquiry,1,8,Large Business,Male,2,3,Basic,4,Married,2,0,4,1,1,Executive,17226,0
43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847,0
48,Self Enquiry,1,8,Large Business,Male,3,1,Basic,4,Single,6,0,2,0,2,Executive,17559,0
45,Self Enquiry,3,8,Large Business,Male,2,5,Deluxe,3,Unmarried,1,0,5,1,1,Manager,21632,0
28,Self Enquiry,1,8,Salaried,Male,3,4,Basic,4,Married,1,0,1,0,2,Executive,18201,0
46,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,1,1,1,1,VP,34328,0
44,Company Invited,1,8,Small Business,Male,2,3,Standard,3,Unmarried,6,1,1,0,1,Senior Manager,25209,0
49,Company Invited,1,8,Salaried,Male,2,3,King,3,Married,4,0,3,1,0,VP,34161,0
38,Company Invited,1,8,Salaried,Male,2,3,Basic,3,Married,2,1,5,1,0,Executive,16702,0
31,Self Enquiry,3,8,Salaried,Male,2,3,Basic,3,Married,1,0,4,1,0,Executive,18067,0
42,Company Invited,2,8,Small Business,Male,3,1,Deluxe,5,Married,1,0,1,1,1,Manager,21272,0
39,Self Enquiry,3,8,Salaried,Male,2,1,Standard,3,Unmarried,1,0,1,0,0,Senior Manager,22880,0
38,Company Invited,3,8,Salaried,Male,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,20249,0
34,Self Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,0,Manager,21274,0
28,Self Enquiry,1,8,Salaried,Male,3,4,Basic,4,Divorced,1,0,2,0,2,Executive,18201,0
37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Divorced,5,1,3,0,1,Manager,24602,0
29,Self Enquiry,3,8,Small Business,Male,3,4,Deluxe,4,Divorced,3,0,4,0,1,Manager,21644,0
42,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,6,1,2,0,1,Executive,17515,0
38,Company Invited,3,8,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,20249,0
40,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Married,3,0,1,0,0,Executive,17345,0
34,Self Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,1,Manager,21274,0
30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Married,2,0,3,1,0,Executive,17476,0
30,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720,0
37,Company Invited,1,8,Salaried,Male,3,4,Deluxe,3,Married,6,0,2,0,1,Manager,20163,0
34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Divorced,7,0,4,0,1,Manager,20957,0
31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332,0
31,Self Enquiry,2,8,Salaried,Male,3,4,Deluxe,5,Divorced,4,0,3,0,1,Manager,21410,0
55,Company Invited,1,8,Salaried,Male,3,3,Standard,4,Married,4,0,1,0,1,Senior Manager,25976,0
22,Self Enquiry,1,8,Large Business,Male,3,3,Basic,3,Divorced,1,0,5,1,2,Executive,17523,0
50,Self Enquiry,1,8,Small Business,Male,3,3,Super Deluxe,3,Married,6,0,1,0,1,AVP,32639,0
42,Self Enquiry,1,8,Salaried,Male,2,3,King,3,Married,6,0,3,1,1,VP,33880,0
51,Self Enquiry,1,8,Small Business,Male,2,5,Deluxe,4,Married,6,0,2,0,0,Manager,20482,0
40,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,0,5,0,0,VP,34436,0
35,Company Invited,1,8,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,20762,0
23,Self Enquiry,3,8,Large Business,Male,3,3,Basic,5,Married,4,0,3,1,2,Executive,17322,0
38,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,4,Married,8,0,1,1,3,Manager,25125,0
32,Company Invited,1,7,Salaried,Female,4,4,Deluxe,5,Married,3,0,5,1,1,Manager,22826,0
38,Self Enquiry,1,7,Salaried,Female,3,4,Basic,3,Single,3,0,2,1,2,Executive,20793,0
34,Company Invited,1,7,Salaried,Female,3,2,Deluxe,4,Married,3,1,3,1,1,Manager,24166,0
33,Company Invited,1,7,Salaried,Female,4,5,Basic,4,Divorced,8,0,3,1,1,Executive,21010,0
36,Self Enquiry,1,7,Salaried,Female,4,6,Basic,3,Married,3,0,3,0,2,Executive,21655,0
34,Company Invited,1,7,Salaried,Female,3,2,Deluxe,4,Divorced,3,1,3,0,2,Manager,24166,0
26,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,23576,0
34,Company Invited,3,7,Salaried,Female,3,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054,0
54,Company Invited,1,7,Salaried,Female,2,3,Standard,3,Married,1,0,5,0,1,Senior Manager,25502,0
28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,26090,0
21,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Unmarried,3,0,4,1,1,Executive,21514,0
38,Company Invited,1,7,Small Business,Female,2,4,Standard,3,Married,4,1,3,0,1,Senior Manager,32281,0
22,Self Enquiry,1,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,2,Executive,20748,0
37,Self Enquiry,1,7,Salaried,Female,3,4,Deluxe,4,Married,2,0,5,1,2,Manager,23906,0
39,Self Enquiry,1,7,Large Business,Female,4,4,Standard,5,Married,3,0,4,1,2,Senior Manager,32260,0
43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Married,2,1,3,0,1,Manager,24740,0
46,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,5,0,5,0,2,Executive,20948,0
30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596,0
46,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,5,0,5,1,1,Executive,20948,0
30,Self Enquiry,1,7,Salaried,Female,4,4,Basic,3,Married,3,0,2,0,3,Executive,22438,0
49,Self Enquiry,1,7,Salaried,Female,3,5,Super Deluxe,5,Divorced,2,0,4,0,2,AVP,34080,0
50,Self Enquiry,1,7,Large Business,Female,3,4,Basic,5,Divorced,4,0,4,1,1,Executive,22258,0
39,Self Enquiry,1,7,Large Business,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,32260,0
29,Self Enquiry,1,7,Small Business,Female,4,4,Basic,5,Married,3,0,1,1,1,Executive,22269,0
45,Company Invited,3,7,Small Business,Female,4,4,Deluxe,3,Divorced,2,0,4,1,2,Manager,23446,0
43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,2,1,3,0,2,Manager,24740,0
19,Company Invited,1,7,Salaried,Female,4,4,Basic,3,Single,3,0,5,1,2,Executive,20289,0
22,Self Enquiry,1,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,0,3,Executive,20748,0
35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,2,0,1,Executive,21958,0
34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,2,1,1,Senior Manager,32136,0
41,Self Enquiry,1,7,Salaried,Female,3,4,Deluxe,3,Married,6,0,3,0,2,Manager,25191,0
34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,1,1,1,Senior Manager,32136,0
34,Company Invited,3,7,Salaried,Female,3,3,Deluxe,5,Divorced,4,0,3,1,1,Manager,24054,0
40,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,2,0,3,1,1,Executive,20910,0
27,Company Invited,1,7,Small Business,Female,4,5,Basic,3,Married,3,0,2,1,1,Executive,20685,0
55,Company Invited,1,7,Salaried,Female,3,4,Standard,3,Married,2,0,5,1,2,Senior Manager,29180,0
39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Unmarried,5,0,2,1,2,Executive,21297,0
43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,0,3,Executive,21254,0
40,Self Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Divorced,3,0,3,0,2,AVP,31420,0
27,Company Invited,1,7,Salaried,Female,3,4,Deluxe,4,Married,3,0,5,1,2,Manager,25075,0
27,Self Enquiry,1,7,Salaried,Female,3,5,Basic,3,Married,3,1,4,0,1,Executive,21611,0
27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,3,Executive,23042,0
33,Self Enquiry,3,7,Small Business,Female,3,4,Standard,3,Married,3,0,5,1,1,Senior Manager,29100,0
47,Self Enquiry,3,7,Small Business,Female,4,4,Standard,5,Married,3,0,1,1,3,Senior Manager,29131,0
57,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Divorced,4,0,5,1,2,Executive,20744,0
45,Self Enquiry,2,7,Salaried,Female,3,4,Basic,3,Married,6,1,3,1,1,Executive,21873,0
43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,1,2,Executive,21254,0
